data_type,year,wolves_ynp,packs,source,citation
compiled_published,2006,136,13,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2007,171,11,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2008,124,12,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2009,96,14,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2010,97,11,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2011,98,10,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2012,83,10,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2013,95,10,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2014,104,11,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2015,98,10,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2016,108,11,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2017,97,11,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2018,80,9,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2019,94,8,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2020,123,9,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2021,97,8,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2022,108,10,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
compiled_published,2023,124,11,compiled_published from NPS Wolf Project annual totals,Yellowstone National Park Wolf Project annual reports (Dec. park totals). Compiled teaching CSV; numbers match published NPS year-end counts (secondary compilation also appears in Wikipedia History of wolves in Yellowstone).
